line_item_id,opportunity_id,product_id,line_number,line_role,quantity,unit_price,annualized_amount,implementation_fee,transaction_fee_per_unit,committed_transaction_volume,discount_pct,included_in_bundle
138,27,3,2,add_on,12343,15.35,189444.37,0.0,,,21.95,false
139,27,4,3,add_on,16901282,0.00859,145182.01,0.0,0.00859,16901282,20.84,false
140,27,8,4,services,1,348185.3,0.0,348185.3,,,18.31,false
141,27,7,5,support,1,147683.07,147683.07,0.0,,,18.81,false
142,28,1,1,base,175,102.14,17874.63,0.0,,,13.93,false
143,28,8,2,services,1,4142.66,0.0,4142.66,,,9.88,false
144,28,7,3,support,1,1816.24,1816.24,0.0,,,10.38,false
145,29,1,1,base,55,300.41,16522.31,0.0,,,7.79,false
146,29,2,2,add_on,55,113.0,6215.02,0.0,,,8.83,false
147,29,3,3,add_on,55,71.57,3936.28,0.0,,,10.13,false
148,29,4,4,add_on,82335,0.01165,959.2,0.0,0.01165,82335,8.95,false
149,29,6,5,services,1,401.3,12707.08,0.0,,,10.22,false
150,29,8,6,services,1,2462.15,0.0,2462.15,,,7.16,false
151,29,7,7,support,1,3179.91,3179.91,0.0,,,7.66,false
152,30,1,1,base,65,202.79,13181.41,0.0,,,11.28,false
153,30,8,2,services,1,5391.43,0.0,5391.43,,,7.73,false
154,30,7,3,support,1,1235.94,1235.94,0.0,,,8.23,false
155,31,1,1,base,194,103.52,20082.22,0.0,,,18.58,false
156,31,3,2,add_on,194,35.16,6821.59,0.0,,,15.06,false
157,31,4,3,add_on,754431,0.01059,7989.42,0.0,0.01059,754431,17.4,false
158,31,8,4,services,1,22432.01,0.0,22432.01,,,14.42,false
159,31,7,5,support,1,3159.36,3159.36,0.0,,,14.92,false
160,32,1,1,base,171,142.4,24350.84,0.0,,,10.04,false
161,32,2,2,add_on,171,44.77,7656.22,0.0,,,13.21,false
162,32,8,3,services,1,20922.81,0.0,20922.81,,,9.2,false
163,32,7,4,support,1,2477.02,2477.02,0.0,,,9.7,false
164,33,1,1,base,1722,61.09,105189.16,0.0,,,15.19,false
165,33,2,2,add_on,1722,24.15,41590.48,0.0,,,12.71,false
166,33,4,3,add_on,7005734,0.00929,65083.27,0.0,0.00929,7005734,16.04,false
167,33,10,4,add_on,1722,13.24,22799.19,0.0,,,12.72,false
168,33,8,5,services,1,19260.56,0.0,19260.56,,,12.27,false
169,33,7,6,support,1,33393.46,33393.46,0.0,,,12.77,false
170,34,1,1,base,4540,68.33,310196.05,0.0,,,16.08,false
171,34,2,2,add_on,4540,23.3,105761.2,0.0,,,16.05,false
172,34,3,3,add_on,4540,15.86,72000.0,0.0,,,14.62,false
173,34,5,4,add_on,4540,20.14,91454.86,0.0,,,14.54,false
174,34,8,5,services,1,41763.84,0.0,41763.84,,,14.15,false
175,34,7,6,support,1,85026.56,85026.56,0.0,,,14.65,false
176,35,1,1,base,2879,68.7,197785.83,0.0,,,13.24,false
177,35,5,2,add_on,2879,24.59,70808.07,0.0,,,12.01,false
178,35,6,3,services,1,3400.64,12882.16,0.0,,,11.72,false
179,35,8,4,services,1,20682.24,0.0,20682.24,,,11.45,false
180,35,7,5,support,1,51069.91,51069.91,0.0,,,11.95,false
181,36,1,1,base,3509,63.74,223666.4,0.0,,,15.57,false
182,36,2,2,add_on,3509,23.68,83086.16,0.0,,,14.15,false
183,36,3,3,add_on,3509,18.51,64950.34,0.0,,,14.15,false
184,36,5,4,add_on,3509,22.07,77446.74,0.0,,,14.43,false
185,36,10,5,add_on,3509,15.25,53508.13,0.0,,,12.53,false
186,36,8,6,services,1,37905.72,0.0,37905.72,,,12.28,false
187,36,7,7,support,1,76969.79,76969.79,0.0,,,12.78,false
188,37,1,1,base,1626,65.83,107037.69,0.0,,,20.27,false
189,37,4,2,add_on,2023084,0.0089,18005.45,0.0,0.0089,2023084,22.59,false
190,37,6,3,services,1,13213.17,10918.36,0.0,,,20.34,false
191,37,8,4,services,1,79060.98,0.0,79060.98,,,19.32,false
192,37,7,5,support,1,18510.53,18510.53,0.0,,,19.82,false
193,38,1,1,base,1166,69.06,80523.26,0.0,,,14.98,false
194,38,3,2,add_on,1166,17.46,20363.01,0.0,,,16.61,false
195,38,4,3,add_on,5425896,0.00993,53879.15,0.0,0.00993,5425896,13.86,false
196,38,5,4,add_on,1166,26.52,30917.4,0.0,,,17.68,false
197,38,10,5,add_on,1166,14.73,17180.97,0.0,,,16.86,false
198,38,8,6,services,1,32313.16,0.0,32313.16,,,13.8,false
199,38,7,7,support,1,29783.74,29783.74,0.0,,,14.3,false
200,39,1,1,base,1616,64.69,104533.98,0.0,,,16.3,false
201,39,2,2,add_on,1616,20.7,33449.47,0.0,,,16.92,false
202,39,5,3,add_on,1616,19.99,32299.54,0.0,,,17.57,false
203,39,6,4,services,1,2801.21,13931.45,0.0,,,17.54,false
204,39,8,5,services,1,16932.26,0.0,16932.26,,,14.43,false
205,39,7,6,support,1,27624.86,27624.86,0.0,,,14.93,false
206,40,1,1,base,735,71.66,52668.95,0.0,,,11.22,false
207,40,3,2,add_on,735,18.21,13384.52,0.0,,,9.32,false
208,40,10,3,add_on,735,17.07,12545.4,0.0,,,9.91,false
209,40,8,4,services,1,9406.25,0.0,9406.25,,,8.67,false
210,40,7,5,support,1,6463.09,6463.09,0.0,,,9.17,false
211,41,1,1,base,557,73.48,40928.62,0.0,,,20.49,false
212,41,3,2,add_on,557,17.86,9945.91,0.0,,,19.9,false
213,41,4,3,add_on,376741,0.0103,3880.43,0.0,0.0103,376741,18.6,false
214,41,8,4,services,1,17682.15,0.0,17682.15,,,17.4,false
215,41,7,5,support,1,4732.24,4732.24,0.0,,,17.9,false
216,42,1,1,base,554,84.61,46872.9,0.0,,,7.38,false
217,42,8,2,services,1,2638.85,0.0,2638.85,,,5.57,false
218,42,7,3,support,1,3669.3,3669.3,0.0,,,6.07,false
219,43,1,1,base,1,13439.84,13439.84,0.0,,,14.4,false
220,43,2,2,add_on,1,4934.79,4934.79,0.0,,,17.21,false
221,43,4,3,add_on,6673532,0.00867,57859.52,0.0,0.00867,6673532,15.71,false
222,43,5,4,add_on,1,4761.11,4761.11,0.0,,,15.77,false
223,43,6,5,services,1,28910.71,11322.05,0.0,,,14.13,false
224,43,8,6,services,1,174891.75,0.0,174891.75,,,14.05,false
225,43,7,7,support,1,66193.3,66193.3,0.0,,,14.55,false
226,44,1,1,base,6988,54.33,379651.53,0.0,,,18.36,false
227,44,2,2,add_on,6988,18.51,129367.14,0.0,,,20.33,false
228,44,6,3,services,1,24387.36,11932.23,0.0,,,19.26,false
229,44,10,4,add_on,6988,10.78,75358.84,0.0,,,17.7,false
230,44,8,5,services,1,146863.75,0.0,146863.75,,,16.23,false
231,44,7,6,support,1,85340.54,85340.54,0.0,,,16.73,false
232,45,1,1,base,4099,55.09,225794.98,0.0,,,17.45,false
233,45,4,2,add_on,2445758,0.00892,21816.16,0.0,0.00892,2445758,14.81,false
234,45,6,3,services,1,21021.08,12669.48,0.0,,,15.53,false
235,45,8,4,services,1,127046.16,0.0,127046.16,,,14.5,false
236,45,7,5,support,1,42497.72,42497.72,0.0,,,15.0,false
237,46,1,1,base,5807,59.16,343516.39,0.0,,,23.82,false
238,46,2,2,add_on,5807,18.36,106643.25,0.0,,,24.42,false
239,46,6,3,services,1,28977.99,13016.85,0.0,,,24.82,false
240,46,8,4,services,1,171926.4,0.0,171926.4,,,23.36,false
241,46,7,5,support,1,84734.92,84734.92,0.0,,,23.86,false
242,47,1,1,base,1220,69.17,84388.06,0.0,,,18.59,false
243,47,4,2,add_on,4666267,0.00829,38683.35,0.0,0.00829,4666267,17.04,false
244,47,6,3,services,1,12905.11,11078.69,0.0,,,18.81,false
245,47,8,4,services,1,77717.77,0.0,77717.77,,,16.22,false
246,47,7,5,support,1,11146.56,11146.56,0.0,,,16.72,false
247,48,1,1,base,6498,63.57,413075.53,0.0,,,19.38,false
248,48,4,2,add_on,1761951,0.01017,17919.04,0.0,0.01017,1761951,19.34,false
249,48,5,3,add_on,6498,20.13,130824.44,0.0,,,21.47,false
250,48,8,4,services,1,206737.92,0.0,206737.92,,,17.28,false
251,48,7,5,support,1,80339.07,80339.07,0.0,,,17.78,false
252,49,1,1,base,781,72.68,56763.26,0.0,,,15.76,false
253,49,2,2,add_on,781,23.63,18457.66,0.0,,,16.96,false
254,49,3,3,add_on,781,16.77,13097.45,0.0,,,14.8,false
255,49,8,4,services,1,33259.97,0.0,33259.97,,,13.77,false
256,49,7,5,support,1,13162.82,13162.82,0.0,,,14.27,false
257,50,1,1,base,741,66.29,49119.97,0.0,,,20.71,false
258,50,2,2,add_on,741,27.28,20214.09,0.0,,,20.27,false
259,50,8,3,services,1,29999.13,0.0,29999.13,,,19.86,false
260,50,7,4,support,1,10466.41,10466.41,0.0,,,20.36,false
261,51,9,1,base,4012,95.82,384421.96,0.0,,,19.69,false
262,51,5,2,add_on,4012,22.53,90394.61,0.0,,,16.5,true
263,51,8,3,services,1,198436.03,0.0,198436.03,,,16.44,false
264,51,7,4,support,1,47209.56,47209.56,0.0,,,16.94,false
265,52,9,1,base,4334,118.52,513681.36,0.0,,,16.96,false
266,52,5,2,add_on,4334,18.39,79722.78,0.0,,,17.95,true
267,52,8,3,services,1,195144.61,0.0,195144.61,,,16.58,false
268,52,7,4,support,1,75054.56,75054.56,0.0,,,17.08,false
269,53,1,1,base,6458,50.72,327574.15,0.0,,,22.22,false
270,53,2,2,add_on,6458,19.62,126715.36,0.0,,,23.36,false
271,53,6,3,services,1,33368.21,13918.57,0.0,,,25.23,false
272,53,8,4,services,1,198574.2,0.0,198574.2,,,21.92,false
273,53,7,5,support,1,74230.47,74230.47,0.0,,,22.42,false
274,54,1,1,base,66,249.12,16441.89,0.0,,,5.42,false
275,54,4,2,add_on,146154,0.01177,1720.23,0.0,0.01177,146154,4.36,false
276,54,10,3,add_on,66,46.21,3049.61,0.0,,,3.83,false
277,54,8,4,services,1,4067.3,0.0,4067.3,,,2.68,false
278,54,7,5,support,1,1748.61,1748.61,0.0,,,3.18,false
279,55,1,1,base,143,118.74,16979.34,0.0,,,12.74,false
280,55,8,2,services,1,5746.66,0.0,5746.66,,,10.02,false
281,55,7,3,support,1,1528.97,1528.97,0.0,,,10.52,false
282,56,1,1,base,482,86.84,41857.7,0.0,,,17.01,false
283,56,3,2,add_on,482,23.04,11107.67,0.0,,,18.44,false
284,56,4,3,add_on,791344,0.00864,6837.21,0.0,0.00864,791344,16.17,false
285,56,8,4,services,1,26426.44,0.0,26426.44,,,14.44,false
286,56,7,5,support,1,8080.94,8080.94,0.0,,,14.94,false
287,57,1,1,base,400,93.34,37337.34,0.0,,,9.61,false
288,57,2,2,add_on,400,34.46,13784.5,0.0,,,12.86,false
289,57,6,3,services,1,1373.78,13926.57,0.0,,,11.28,false
290,57,8,4,services,1,8399.66,0.0,8399.66,,,8.86,false
291,57,7,5,support,1,8092.8,8092.8,0.0,,,9.36,false
292,58,1,1,base,761,76.58,58280.93,0.0,,,13.35,false
293,58,2,2,add_on,761,28.27,21509.77,0.0,,,15.35,false
294,58,4,3,add_on,1775824,0.00981,17420.83,0.0,0.00981,1775824,17.49,false
295,58,10,4,add_on,761,15.83,12049.81,0.0,,,16.3,false
296,58,8,5,services,1,23748.92,0.0,23748.92,,,13.55,false
297,58,7,6,support,1,8868.46,8868.46,0.0,,,14.05,false
298,59,1,1,base,309,86.53,26736.35,0.0,,,10.45,false
299,59,3,2,add_on,309,28.2,8713.01,0.0,,,11.54,false
300,59,4,3,add_on,835116,0.01104,9219.68,0.0,0.01104,835116,10.46,false
301,59,10,4,add_on,309,18.02,5569.38,0.0,,,11.49,false
302,59,8,5,services,1,17274.45,0.0,17274.45,,,8.98,false
303,59,7,6,support,1,4581.38,4581.38,0.0,,,9.48,false
304,60,1,1,base,1,12555.83,12555.83,0.0,,,3.67,false
305,60,3,2,add_on,1,3987.36,3987.36,0.0,,,5.88,false
306,60,10,3,add_on,1,2563.86,2563.86,0.0,,,5.17,false
307,60,8,4,services,1,7969.16,0.0,7969.16,,,3.76,false
308,60,7,5,support,1,4400.78,4400.78,0.0,,,4.26,false
309,61,1,1,base,281,104.54,29376.56,0.0,,,7.59,false
310,61,2,2,add_on,281,37.78,10615.49,0.0,,,8.26,false
311,61,4,3,add_on,1794331,0.00913,16382.24,0.0,0.00913,1794331,9.82,false
312,61,5,4,add_on,281,35.67,10022.43,0.0,,,10.37,false
313,61,8,5,services,1,18848.49,0.0,18848.49,,,7.27,false
314,61,7,6,support,1,9263.6,9263.6,0.0,,,7.77,false
315,62,1,1,base,453,86.87,39350.97,0.0,,,5.72,false
316,62,2,2,add_on,453,35.62,16134.65,0.0,,,5.14,false
317,62,10,3,add_on,453,18.58,8415.02,0.0,,,6.25,false
318,62,8,4,services,1,3265.6,0.0,3265.6,,,2.98,false
319,62,7,5,support,1,8774.94,8774.94,0.0,,,3.48,false
320,63,1,1,base,59,258.23,15235.85,0.0,,,0.16,false
321,63,4,2,add_on,267023,0.0102,2723.63,0.0,0.0102,267023,2.44,false
322,63,8,3,services,1,1828.3,0.0,1828.3,,,0.0,false
323,63,7,4,support,1,1521.17,1521.17,0.0,,,0.08,false
324,64,1,1,base,148,115.0,17020.22,0.0,,,14.63,false
325,64,4,2,add_on,205796,0.01096,2255.52,0.0,0.01096,205796,10.62,false
326,64,8,3,services,1,4089.29,0.0,4089.29,,,10.79,false
327,64,7,4,support,1,1747.38,1747.38,0.0,,,11.29,false
328,65,1,1,base,73,239.79,17504.4,0.0,,,8.76,false
329,65,2,2,add_on,73,75.44,5507.37,0.0,,,8.49,false
330,65,3,3,add_on,73,52.08,3801.5,0.0,,,9.24,false
331,65,8,4,services,1,6472.05,0.0,6472.05,,,8.46,false
332,65,7,5,support,1,2140.53,2140.53,0.0,,,8.96,false
333,66,9,1,base,1565,112.09,175417.09,0.0,,,24.42,false
334,66,3,2,add_on,1565,17.24,26979.3,0.0,,,21.41,true
335,66,4,3,add_on,6755789,0.00818,55262.35,0.0,0.00818,6755789,22.05,true
336,66,5,4,add_on,1565,21.97,34379.63,0.0,,,20.32,true
337,66,8,5,services,1,120289.63,0.0,120289.63,,,20.31,false
338,66,7,6,support,1,52530.84,52530.84,0.0,,,20.81,false
339,67,1,1,base,2059,63.12,129959.59,0.0,,,20.66,false
340,67,5,2,add_on,2059,21.39,44042.67,0.0,,,17.46,false
341,67,8,3,services,1,90251.77,0.0,90251.77,,,16.89,false
342,67,7,4,support,1,24130.08,24130.08,0.0,,,17.39,false
343,68,1,1,base,3417,58.93,201355.14,0.0,,,25.42,false
344,68,2,2,add_on,3417,19.03,65029.54,0.0,,,23.3,false
345,68,5,3,add_on,3417,21.53,73561.4,0.0,,,23.27,false
346,68,8,4,services,1,139308.11,0.0,139308.11,,,21.73,false
347,68,7,5,support,1,28641.47,28641.47,0.0,,,22.23,false
348,69,1,1,base,3022,62.12,187731.58,0.0,,,25.55,false
349,69,2,2,add_on,3022,19.16,57911.48,0.0,,,26.97,false
350,69,3,3,add_on,3022,13.65,41237.4,0.0,,,26.02,false
351,69,4,4,add_on,1990771,0.0076,15129.86,0.0,0.0076,1990771,27.36,false
352,69,5,5,add_on,3022,20.77,62772.52,0.0,,,25.98,false
353,69,8,6,services,1,158420.24,0.0,158420.24,,,23.59,false
354,69,7,7,support,1,75958.22,75958.22,0.0,,,24.09,false
355,70,9,1,base,1,22759.78,22759.78,0.0,,,24.13,false
356,70,4,2,add_on,16816959,0.00946,159088.43,0.0,0.00946,16816959,21.89,true
357,70,5,3,add_on,1,5392.76,5392.76,0.0,,,25.9,true
358,70,6,4,services,1,38086.82,11284.48,0.0,,,22.84,true
359,70,8,5,services,1,226668.95,0.0,226668.95,,,21.89,false
360,70,7,6,support,1,190160.25,190160.25,0.0,,,22.39,false
361,71,1,1,base,17416,50.68,882648.3,0.0,,,24.97,false
362,71,3,2,add_on,17416,14.05,244715.87,0.0,,,24.66,false
363,71,4,3,add_on,15276840,0.00874,133519.58,0.0,0.00874,15276840,25.14,false
364,71,8,4,services,1,153049.16,0.0,153049.16,,,22.6,false
365,71,7,5,support,1,204218.15,204218.15,0.0,,,23.1,false
366,72,1,1,base,8399,55.28,464258.81,0.0,,,21.52,false
367,72,2,2,add_on,8399,22.65,190256.25,0.0,,,21.86,false
368,72,5,3,add_on,8399,17.74,149011.69,0.0,,,25.01,false
369,72,8,4,services,1,93089.6,0.0,93089.6,,,21.63,false
370,72,7,5,support,1,162931.28,162931.28,0.0,,,22.13,false
371,73,1,1,base,19444,58.79,1143195.44,0.0,,,20.28,false
372,73,2,2,add_on,19444,22.96,446500.62,0.0,,,19.95,false
373,73,4,3,add_on,12499042,0.00846,105741.9,0.0,0.00846,12499042,20.44,false
374,73,6,4,services,1,61168.64,12714.84,0.0,,,24.0,false
375,73,8,5,services,1,365367.96,0.0,365367.96,,,20.15,false
376,73,7,6,support,1,326143.91,326143.91,0.0,,,20.65,false
377,74,1,1,base,238,116.32,27684.89,0.0,,,14.3,false
378,74,4,2,add_on,1033320,0.00899,9289.55,0.0,0.00899,1033320,15.44,false
379,74,8,3,services,1,22008.69,0.0,22008.69,,,13.29,false
380,74,7,4,support,1,2971.88,2971.88,0.0,,,13.79,false
381,75,1,1,base,198,108.16,21416.66,0.0,,,12.66,false
382,75,8,2,services,1,20225.17,0.0,20225.17,,,10.38,false
383,75,7,3,support,1,3497.09,3497.09,0.0,,,10.88,false
384,76,1,1,base,6806,56.46,384277.42,0.0,,,26.28,false
385,76,2,2,add_on,6806,21.4,145664.57,0.0,,,26.26,false
386,76,4,3,add_on,3056217,0.00946,28911.81,0.0,0.00946,3056217,28.99,false
387,76,10,4,add_on,6806,10.86,73937.34,0.0,,,25.1,false
388,76,8,5,services,1,153287.15,0.0,153287.15,,,25.01,false
389,76,7,6,support,1,117766.08,117766.08,0.0,,,25.51,false
390,77,9,1,base,2707,95.94,259699.34,0.0,,,19.97,false
391,77,4,2,add_on,6749508,0.00973,65672.71,0.0,0.00973,6749508,21.05,true
